Location,Sector,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Annual
Westhampton,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Westhampton,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Westhampton,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Williamsburg,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Williamsburg,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Williamsburg,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Winchendon,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Winchendon,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Winchendon,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Windsor,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Windsor,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Windsor,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Worthington,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Worthington,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Worthington,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Clarksburg,Residential,2013,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,"14,519","14,519"
Berkley,Residential,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Berkley,Commercial & Industrial,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Berkley,Total,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Blackstone,Residential,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Blackstone,Commercial & Industrial,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Blackstone,Total,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Bolton,Residential,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Bolton,Commercial & Industrial,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Bolton,Total,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Clarksburg,Commercial & Industrial,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Clarksburg,Total,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Dover,Commercial & Industrial,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Dover,Total,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Mendon,Residential,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Mendon,Total,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Millville,Residential,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Millville,Commercial & Industrial,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Millville,Total,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Oxford,Residential,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Oxford,Total,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Rockport,Commercial & Industrial,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Rockport,Total,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sterling,Residential,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sterling,Commercial & Industrial,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sterling,Total,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sunderland,Residential,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sunderland,Commercial & Industrial,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sunderland,Total,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Whately,Residential,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Whately,Commercial & Industrial,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Whately,Total,2019,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Berkley,Commercial & Industrial,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Berkley,Total,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Blackstone,Residential,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Blackstone,Commercial & Industrial,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Blackstone,Total,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Bolton,Residential,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Bolton,Commercial & Industrial,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Bolton,Total,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Clarksburg,Commercial & Industrial,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Clarksburg,Total,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Dover,Commercial & Industrial,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Dover,Total,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Millville,Residential,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Millville,Commercial & Industrial,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Millville,Total,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Oxford,Residential,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Oxford,Total,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Rockport,Commercial & Industrial,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Rockport,Total,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sterling,Residential,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sterling,Commercial & Industrial,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sterling,Total,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sunderland,Residential,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sunderland,Commercial & Industrial,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sunderland,Total,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Whately,Residential,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Whately,Commercial & Industrial,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Whately,Total,2017,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Berkley,Residential,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Berkley,Commercial & Industrial,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Berkley,Total,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Blackstone,Residential,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Blackstone,Commercial & Industrial,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Blackstone,Total,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Bolton,Residential,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Bolton,Commercial & Industrial,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Bolton,Total,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Clarksburg,Commercial & Industrial,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Clarksburg,Total,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Dover,Commercial & Industrial,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Dover,Total,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Mendon,Residential,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Mendon,Total,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Millville,Residential,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Millville,Commercial & Industrial,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Millville,Total,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Oxford,Residential,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Oxford,Total,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Rockport,Commercial & Industrial,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Rockport,Total,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sterling,Residential,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sterling,Commercial & Industrial,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sterling,Total,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sunderland,Residential,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sunderland,Commercial & Industrial,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Sunderland,Total,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Whately,Residential,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Whately,Commercial & Industrial,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Whately,Total,2018,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Berkley,Residential,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Berkley,Commercial & Industrial,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Berkley,Total,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Blackstone,Residential,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Blackstone,Commercial & Industrial,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Blackstone,Total,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Bolton,Residential,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Bolton,Commercial & Industrial,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Bolton,Total,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Clarksburg,Commercial & Industrial,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Clarksburg,Total,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Dover,Residential,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Dover,Commercial & Industrial,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Dover,Total,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Mendon,Residential,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Mendon,Total,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Millville,Residential,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Millville,Commercial & Industrial,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Millville,Total,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Oxford,Residential,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Oxford,Total,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Rehoboth,Residential,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Rehoboth,Total,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
Rockport,Commercial & Industrial,2014,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected,Protected
