ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,QualScore,RecvdMean,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,prov_Rate_1000,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,ACO13,ACO14,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,ACO27,ACO28
A4542,"CA NC TN MSSP",LA,Re-Entering,2,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,4856,0.0414,0.0398,1922176,1922176,"",744784,1,1,96.87,1,0,0,9805,10981,46441594,44519418,"","",0.4,0.39,0,"Low Revenue",95349,9493,15892,8911,76211,10018,16464,9027,71742,11253,20919,10405,91690,11091,16069,8479,9399,0.948,1.002,0.985,0.987,0.928,0.943,0.775,0.983,0.965,0.986,0.925,0.966,0.996,0.937,0.972,0.986,47,627,224,4565,4737,26,383,161,4167,527,2536,1357,436,2603,2253,4232,518,13,7,7,79,3027,2369,95,474,99,224,284,1887,2913,104,775,385,256,216,5,24,10,15,3,769,593,160,519,227,10255,4685,3705,1843,22,20,0,0,0,0,0,0,17,30,39,6,0,^,^,^,^,^,^,^,^,^,^,~,~,0.85,70.13,72.22,74.19,61.74,73.21,48.91,82.53,16.28,17.63,77.78
A4546,"KS MSSP Community Health Center","KS, OK, MO",Re-Entering,2,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,10346,0.0469,0.0298,4921487,4921487,"",1931684,1,1,98.13,0,0,1,10478,10582,105002646,100081158,"","",0.4,0.39,0,"Low Revenue",72527,9117,13139,8751,73260,9464,15111,8218,81306,8997,14852,8995,62712,9730,15614,8715,9987,0.953,0.951,0.898,0.97,0.966,0.929,0.834,0.891,0.989,0.932,0.882,0.96,0.991,0.978,0.976,0.988,69,2419,732,4599,10021,92,2424,775,6730,2859,4273,2257,957,5780,4566,9642,270,39,123,68,204,2964,2466,72,319,127,247,721,3015,2387,145,388,404,289,252,2,17,18,12,6,762,771,162,618,176,8190,258,2411,964,4556,49,0,28,0,0,0,0,49,10,85,20,1,^,^,^,^,^,^,^,^,^,^,~,~,0.79,62.62,66.67,100,85.06,66.87,66.04,85.37,19.12,17.52,77
A4547,"Alabama Southview 2019-A ACO",AL,Re-Entering,2,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,0,0,0,5329,0.0473,0.038,2228137,2228137,"",1080994,1,1,97.03,0,0,1,9021,9144,47131611,44903475,"","",0.5,0.49,1,"Low Revenue",73468,8892,12623,7801,73980,9452,14277,8585,66507,9496,16906,8714,55392,11825,11065,8340,8595,0.968,0.913,0.883,0.893,1.055,0.965,0.922,0.927,1.006,0.938,0.956,0.929,1.08,0.984,0.844,1.016,13,289,51,5202,5224,10,212,39,4963,339,2648,1698,644,2999,2330,4653,573,7,2,0,94,2015,1636,40,345,18,208,127,1328,4236,67,483,283,217,193,1,20,2,10,3,756,392,142,527,256,10036,4491,4879,659,7,15,0,0,0,0,0,0,23,17,1,0,0,^,^,^,^,^,^,^,^,^,^,~,~,0.98,81.93,83.99,64.29,72.04,95.38,86.69,88.81,10,10.56,66.25
A4548,"NC MSSP Legacy",NC,Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,23934,0.0876,0.0246,18867917,18867917,"",7405658,1,1,98.13,0,0,1,9227,9312,215400770,196532852,"","",0.4,0.39,0,"Low Revenue",72268,9260,12524,7724,68688,9741,13016,7812,89677,9423,13049,8270,71252,8911,10853,7734,8419,0.994,0.991,0.94,0.928,1.012,1.014,0.995,0.921,0.981,0.981,0.963,0.923,0.957,0.972,0.961,0.954,148,3601,1597,18308,23345,136,2912,1262,19035,3786,11482,6574,2092,12906,11028,19031,4013,166,150,43,531,2318,2105,36,156,40,152,385,1857,3122,123,383,310,221,209,1,7,4,12,5,819,548,155,573,184,10747,5578,3304,1845,20,31,0,0,0,0,0,0,112,6,123,136,0,^,^,^,^,^,^,^,^,^,^,~,~,0.86,82.26,72.5,73.08,82.68,76.75,77.85,88,0,16.34,74.18
A4551,"SolutionHealth ACO LLC","NH, MA",Re-Entering,3,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,16412,0.0106,0.0264,1767154,0,"",0,1,1,96.87,1,0,1,10388,11358,165968501,164201347,"","",0.4,0.39,0,"High Revenue",87477,10435,17917,9735,92534,9489,19067,9889,92797,10317,20270,10289,85788,9987,20988,9173,10278,1.013,0.966,1.171,1.019,1.052,0.945,1.071,1.006,1.008,0.928,1.075,1.005,1.015,0.882,1.044,0.978,85,1904,986,13532,15977,74,1697,901,13306,1783,7230,5125,2274,9574,6838,15632,116,84,70,10,500,3206,2630,13,443,134,369,872,2537,2736,129,495,221,277,248,0,21,8,17,5,781,582,208,720,225,9538,2892,3932,2689,25,60,0,0,0,0,2,2,194,318,161,129,0,^,^,^,^,^,^,^,^,^,^,~,~,1.24,80.87,81.93,81.58,77.11,78.66,78.23,88.73,1.67,14.54,69.59
A4553,"CHS Physician Partners ACO II LLC",NY,Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,6665,0.0507,0.0347,4718433,4718433,"",1854934,1,1,98.28,0,0,1,14358,14180,93001098,88282665,"","",0.4,0.39,0,"High Revenue",98120,11371,18327,12761,96423,11010,17652,11919,100846,10872,17860,12958,100954,10692,19649,11900,13629,1.026,0.943,1.033,1.149,0.956,0.846,0.996,1.084,0.985,0.899,1.003,1.108,1.061,0.873,1.071,1.127,38,645,624,4096,6477,66,752,808,4851,814,2837,2068,946,3817,2848,5080,811,265,124,12,373,3589,3405,0,108,82,165,1783,2283,5393,73,567,268,301,291,0,4,5,13,7,859,518,256,743,370,15014,6600,7060,1319,36,72,0,0,0,0,0,0,93,252,42,58,0,^,^,^,^,^,^,^,^,^,^,~,~,0.99,88.19,78.07,90.57,88.17,62.9,71.82,88.42,35.29,12.55,89.04
A4556,"Emergent ACO, LLC","TN, NC, VA, NE, SC",Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,32784,0.0721,0.0237,22112636,22112636,"",8679210,1,1,98.13,0,0,1,9620,9902,306595971,284483334,"","",0.4,0.39,0,"Low Revenue",70253,7822,14773,8304,70446,8347,15349,8534,78560,8281,15801,8832,68643,8184,16332,8126,8927,0.972,0.997,1.083,0.994,1,0.993,1.058,1.002,1.059,1,1.103,1.017,1.015,1.007,1.076,1.031,253,4469,2162,28071,31869,200,3288,1609,26772,4288,16086,9119,3291,18462,14322,28882,3124,68,52,73,585,2300,2066,30,177,38,264,637,1969,3057,119,446,351,245,230,1,10,4,12,5,813,543,165,624,189,10210,4517,3088,2345,260,44,0,0,3,0,0,1,312,146,261,138,0,^,^,^,^,^,^,^,^,^,^,~,~,1.08,97.86,95.31,100,81.39,85.29,83.86,82.73,23.33,15.07,76.81
A4557,"NH Value Care ACO, LLC","NH, VT",Re-Entering,2,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,17867,0.0382,0.0259,6804803,6804803,"",2636653,1,1,96.87,1,0,1,10189,11225,178211324,171406522,"","",0.4,0.39,0,"High Revenue",87295,10269,18540,9510,94807,9996,18721,9531,93859,10964,19248,10216,75425,9666,15415,9174,9800,1.021,0.899,1.034,0.979,1.062,0.902,0.978,0.965,1.059,0.89,0.984,0.988,0.992,0.857,0.949,0.944,58,2508,1053,14915,17491,59,2116,966,14350,2216,7822,5354,2475,9665,8202,17137,59,33,44,3,591,2920,2623,9,213,91,295,904,3453,1804,147,436,209,223,208,0,8,6,14,5,762,614,100,493,158,7668,1643,2764,1516,1745,52,12,10,8,0,7,7,748,1548,501,268,2,^,^,^,^,^,^,^,^,^,^,~,~,1.16,66.54,65.45,64.29,56.55,71.88,70.28,70.63,7.23,15.35,74.8
A4558,"ACO Clinical Partners, LLC","NC, LA, SC",Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,17928,0.0866,0.0258,16114497,16114497,"",6405512,1,1,99.38,0,0,0,10693,14136,186171440,170056943,"","",0.4,0.4,0,"Low Revenue",82112,13803,20832,12436,80841,15977,21682,12938,73463,16350,22837,8905,73615,13982,22856,7965,9768,1.037,1.311,1.157,1.209,1.025,1.437,1.148,1.166,0.978,1.33,1.127,0.964,0.972,1.258,1.073,0.947,129,1179,1279,4511,17410,108,1201,1145,14956,1770,9244,5173,1741,10648,7280,14490,2660,103,89,9,577,2499,1964,173,293,91,302,676,2226,3374,86,490,317,253,221,7,15,8,11,4,756,517,179,628,227,11117,5017,4486,1606,8,50,0,0,0,0,0,0,199,499,73,14,1,^,^,^,^,^,^,^,^,^,^,~,~,1.05,96.54,80.45,84.09,80.19,84.13,82.21,85.1,25.86,9.47,75.16
A4559,"Beth Israel Deaconess Care Organization","MA, NH",Re-Entering,1,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,1,52966,0.0145,0.02,8614446,0,"",0,1,1,96.87,1,0,0,11552,12465,593505750,584891303,"","",0.75,0.73,0,"High Revenue",92026,11826,14014,10881,99030,11854,14821,11032,107275,12407,15333,11389,93266,11382,14964,10271,11384,1.013,1.028,0.924,1.04,0.995,1.01,0.934,1.026,0.997,0.987,0.935,1.019,0.994,0.992,0.928,0.999,299,8089,5640,39512,51379,253,6768,6097,38260,8429,23830,14273,6434,30506,22460,43155,3654,1459,1171,30,3497,3545,3113,51,231,188,322,886,3137,2720,163,814,208,293,269,2,9,13,15,4,769,617,216,633,237,10239,3754,4218,1564,703,68,0,17,0,0,8,7,1081,2610,634,424,7,^,^,^,^,^,^,^,^,^,^,~,~,1.11,65.45,71.68,73.08,48.64,74.6,74.92,79.91,1.59,17.93,63.58
A4563,"Connected Care of Southeastern Massachusetts, Inc.",MA,Re-Entering,1,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,0,0,1,17609,0.0224,0,4436967,4436967,"",2163021,1,1,97.5,0,0,1,11455,12353,197792279,193355313,"","",0.5,0.49,1,"Low Revenue",116686,11108,20456,10763,110611,11166,23456,11188,113773,11367,23232,11591,110146,11214,22305,10333,11198,1.144,0.973,1.166,1.056,1.057,1.011,1.158,1.029,1.022,0.963,1.14,1.035,1.078,0.939,1.075,1.026,52,1141,481,14169,17267,62,1106,649,15450,1169,7910,6200,2330,10444,7165,16875,151,44,21,3,515,3627,3328,51,180,113,352,897,2460,3075,117,887,235,301,286,2,7,6,17,5,790,519,245,744,230,9393,3264,4437,1683,9,69,0,0,0,0,0,0,150,590,121,142,0,^,^,^,^,^,^,^,^,^,^,~,~,1.27,92.83,76.33,90,64.29,78.29,76,89.21,11.63,12.45,72.69
A4565,"LHS Health Network LLC",NJ,Re-Entering,2,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,0,0,1,8322,0.0093,0.015,919032,0,"",0,1,1,96.87,1,0,1,12311,13045,98614916,97695884,"","",0.5,0.48,1,"Low Revenue",103534,11462,21237,10856,110400,10691,19241,11215,109278,10508,19750,11866,110174,10388,23826,10572,12196,1.099,1.034,1.204,1.124,1.115,0.995,1.118,1.09,1.081,1.025,1.141,1.118,1.075,0.925,1.135,1.086,50,1200,761,7284,8010,47,998,646,6320,1050,3485,2437,1350,5026,3296,6793,953,193,68,1,314,3379,3035,78,194,116,642,1495,2043,4153,122,495,259,330,312,2,9,7,14,7,813,629,274,735,192,11378,4622,4879,1869,8,107,0,0,0,0,0,0,69,5,11,6,1,^,^,^,^,^,^,^,^,^,^,~,~,1.21,83.91,75.04,90.24,78.03,56.07,56.6,87.01,32.58,20.47,75.04
A4566,"Care Management of Southeast Missouri, LLC",MO,Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,17130,0.0345,0.0261,5631267,5631267,"",2196194,1,1,97.5,0,0,1,9850,9816,163111494,157480228,"","",0.4,0.39,0,"High Revenue",83304,8293,16209,7686,71562,8255,15795,7986,68527,9049,17194,8316,77746,8819,18019,7844,9510,1.045,0.899,1.019,0.928,1.029,0.927,1.057,0.977,0.979,0.91,1.077,0.981,0.999,0.915,1.094,0.98,131,3563,1934,13147,16560,123,2758,1603,12076,3318,7050,4872,1890,9954,7176,16409,509,24,12,17,159,2702,2320,80,269,68,195,856,2945,2192,191,380,352,269,247,2,12,7,13,7,753,673,186,645,200,8505,658,2531,1040,4276,60,0,0,13,0,1,2,121,224,136,19,3,^,^,^,^,^,^,^,^,^,^,~,~,1.01,97.3,82.06,88.89,92.61,47.74,61.99,80.91,0,17.1,62.78
A4568,"Heartland Health ACO Inc",IA,Re-Entering,2,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,7769,-0.0217,0.0325,-1703272,0,"",0,1,1,100,0,0,0,10442,10781,78501434,80204706,"","",0.4,0.4,0,"High Revenue",86558,9408,16237,8906,87895,9782,15417,9373,89110,10871,16396,9801,72181,11334,17669,9611,10668,0.957,0.896,1.003,0.923,0.974,0.935,0.984,0.93,0.996,0.96,1.011,0.929,0.975,0.921,0.941,0.918,46,1084,572,6569,7518,41,782,498,6196,1007,3361,2169,1232,4327,3442,7551,41,17,7,12,141,2662,2482,60,116,27,273,1361,3951,1992,118,299,336,254,244,3,5,3,8,4,806,640,53,499,137,7793,1547,2373,899,2974,90,6,0,9,0,3,9,197,632,163,84,0,^,^,^,^,^,^,^,^,^,^,~,~,1.52,92.27,90.8,80,78.85,80.09,83.08,83.62,12.7,8.66,80.15
A4573,"Bryan Health Connect ACO, LLC",NE,Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,12611,0.0043,0.0284,564950,0,"",0,1,1,98.59,0,0,0,10618,11082,130418010,129853059,"","",0.4,0.39,0,"High Revenue",75887,9115,16366,9660,78521,10560,18089,9955,87272,11307,19566,10034,83007,10539,20162,9755,10572,0.935,0.903,0.998,0.909,0.956,0.917,1.023,0.921,0.994,0.958,1.034,0.929,1.005,0.93,1.026,0.936,48,1110,554,8614,12282,54,895,516,10817,1203,5999,3615,1794,7280,5331,12130,66,62,47,13,293,2829,2544,99,134,79,291,1041,3101,2756,97,313,353,246,229,3,6,8,8,3,835,502,94,598,169,7203,1557,2394,1198,2054,64,8,0,12,0,5,9,184,469,167,145,0,^,^,^,^,^,^,^,^,^,^,~,~,1.05,67.27,84.21,88.57,74.45,77.51,74.51,74.7,19.44,8.73,63.61
A4575,"Integra Community Care Network, LLC.","RI, MA, CT",Re-Entering,1,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,1,15600,0.0174,0,2766792,2766792,"",2039429,1,1,98.28,0,0,1,10413,11393,158939486,156172693,"","",0.75,0.74,0,"High Revenue",95918,9119,15966,9911,99127,9831,15623,10117,91358,10004,19151,10274,83009,9952,14008,9645,10232,1.113,0.939,1.014,1.073,1.063,0.979,1.023,1.073,1.038,0.988,1.083,1.096,1.049,0.956,0.964,1.063,84,1438,523,12164,15263,86,1284,521,13372,1369,7116,4964,2151,8976,6624,14539,220,117,94,25,605,2972,2688,10,173,109,379,843,2263,2980,166,725,227,278,262,0,7,9,16,6,771,549,223,757,184,9510,3666,4127,1672,46,73,0,0,0,0,3,4,343,745,233,148,15,^,^,^,^,^,^,^,^,^,^,~,~,0.83,81.96,57.96,95,65.4,74.9,77.95,81.2,9.3,14.92,80.71
A4577,"SOMOS ACO","NY, NJ",Initial,1,7/1/2019,7/1/2019,0,0,0,0,0,0,0,1,0,0,Two-Sided,0,0,1,15829,0.1893,0.01,37811759,37811759,"",18313628,1,1,96.87,1,0,1,13043,13274,199713373,161901614,"","",0.5,0.48,1,"Low Revenue",99905,11885,11958,9597,96137,10696,11668,9488,89330,11847,12129,9444,84404,10238,9909,8257,10573,1.085,1.111,0.912,1.049,1.03,1.021,0.906,1.02,0.994,0.965,0.915,0.993,0.977,0.982,0.902,0.953,264,1602,8410,5745,15312,265,1407,7563,6077,1575,5899,5314,3041,9599,6230,4527,2235,5786,1181,15,2085,3116,2842,76,119,118,232,1192,1822,3828,95,432,197,242,230,2,4,6,10,4,791,410,210,487,222,14256,8065,4991,1158,42,46,0,0,0,0,0,0,495,378,462,111,0,^,^,^,^,^,^,^,^,^,^,~,~,0.66,61.9,67.17,90.91,64.3,56.58,52.07,76.85,26.92,19.96,62.37
A4582,"Southeast Health Statera Network","AL, FL, GA",Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,12718,-0.0329,0.0284,-4434488,0,"",0,1,1,97.5,0,0,1,10955,11186,134750040,139184528,"","",0.4,0.39,0,"High Revenue",71200,9350,13501,9088,79286,8742,14776,9676,76447,9009,13629,10081,76163,11145,17693,9824,11315,0.978,1.05,0.995,1.045,1.03,0.993,0.979,1.072,1.034,0.938,0.961,1.063,1.01,1.037,0.932,1.081,157,1927,1174,10251,12301,145,1342,882,9932,1477,5469,4188,1584,7215,5503,10830,1648,61,26,10,143,3261,2634,165,429,67,590,595,2210,3721,153,751,338,326,286,6,27,6,17,5,755,609,214,747,198,11088,4390,4409,2231,58,46,0,0,0,0,1,0,121,208,106,31,0,^,^,^,^,^,^,^,^,^,^,~,~,0.97,95.58,71.55,91.3,64.52,70.8,66.67,70.25,8.33,14.92,69.2
A4585,"Texoma Clinical Partners ACO, LLC","TX, OK",Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,8574,0.0666,0.0314,6642993,6642993,"",2623982,1,1,98.75,0,0,1,11932,12465,99792984,93149990,"","",0.4,0.4,0,"Low Revenue",80270,11626,21479,10413,94593,11668,23190,10973,83002,11741,22438,11150,88601,10882,21875,10319,11138,0.945,1.101,1.159,1.054,0.985,1.05,1.144,1.027,1.049,1.043,1.152,1.073,0.994,1.019,1.124,1.058,35,778,364,7738,8363,36,616,317,7394,848,4026,2752,948,5030,3544,8123,152,17,47,134,101,3543,2744,202,599,46,204,539,1821,4043,111,848,392,331,289,5,31,5,15,9,817,610,241,585,186,10531,4604,5168,742,17,39,0,0,0,0,0,0,43,10,20,6,0,^,^,^,^,^,^,^,^,^,^,~,~,1.37,91.16,90,96.67,72.55,90.48,73.9,76.37,16.22,13.13,81.92
A4588,"McAuley Health Partners ACO, LLC",MI,Re-Entering,3,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,1,23679,0.027,0.01,5509290,5509290,"",4002528,1,1,96.87,1,0,1,8822,9616,203727647,198218357,"","",0.75,0.73,0,"High Revenue",72478,9390,13054,8547,78261,9139,14294,8688,73164,9372,13419,8897,80602,8787,11876,8102,8583,1.02,0.979,0.918,0.989,1.035,0.99,0.957,1.004,0.953,0.955,0.939,0.992,0.975,0.942,0.917,0.971,107,3318,1050,20607,23094,83,2720,854,19437,3543,11562,6312,2262,13806,9873,21123,1369,207,62,14,904,2477,2267,51,87,85,153,403,2581,2249,91,327,261,239,224,2,4,9,14,5,758,587,179,750,191,7141,2969,2949,1068,154,35,0,4,0,0,1,2,399,819,158,287,0,^,^,^,^,^,^,^,^,^,^,~,~,0.9,85.25,78.37,71.79,62.28,75.41,77.39,66.17,9.52,12.23,70.68
A4592,"Vytalize Health ACO","NJ, NY, TX, LA, MS, OK, KS, TN",Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,10823,-0.0217,0.0295,-3189471,0,"",0,1,1,96.88,0,0,0,14083,14160,147037750,150227221,"","",0.4,0.39,0,"Low Revenue",94974,11927,16622,11442,106085,13129,15953,12013,102075,14176,16583,11937,93471,14945,17732,12101,14388,1.008,1.063,1.044,1.131,1.025,1.058,1.018,1.098,1.03,1.116,0.997,1.062,1.052,1.147,1.029,1.106,133,1320,1628,7187,10441,133,1222,1696,7389,1561,4405,3124,1733,6300,4523,7827,1553,632,226,63,522,3786,3143,172,356,159,786,1567,2115,4321,168,1771,350,345,312,5,16,12,17,8,814,689,272,657,204,13943,6349,4609,2940,45,87,0,0,0,0,0,0,87,20,159,24,2,^,^,^,^,^,^,^,^,^,^,~,~,0.96,78.49,71.5,86.11,48.25,64.19,60.35,97,0,24.68,69.33
A4596,"Lafayette General Health ACO, LLC",LA,Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,6513,0.0499,0.035,2953488,2953488,"",1159244,1,1,98.13,0,0,0,9312,10129,59154955,56201468,"","",0.4,0.39,0,"Low Revenue",92882,11476,15504,8717,68811,10246,17897,8788,72276,11268,16916,9192,62126,8454,16443,8305,8847,0.977,0.968,0.881,0.965,1.064,0.938,0.906,0.94,1.032,0.964,0.931,0.958,0.854,0.967,0.884,0.917,17,760,384,4641,6353,16,530,308,5498,707,3234,1869,703,3878,2635,5432,889,25,11,3,153,2314,1762,173,328,65,178,204,2113,2895,82,830,265,246,213,7,19,7,12,3,730,536,160,619,216,8667,2644,4811,1195,17,15,0,0,0,0,0,0,33,47,53,12,0,^,^,^,^,^,^,^,^,^,^,~,~,0.86,95.07,71.11,90.48,85.53,83.81,84.59,81.09,25,12.74,71.8
A4597,"Achiever Health Care Consultation and Management LLC",CA,Re-Entering,2,7/1/2019,7/1/2019,0,0,0,0,0,0,1,0,0,0,Two-Sided,0,0,0,10751,0.0534,0.02,6710682,6710682,"",3250231,1,1,96.87,1,0,1,11954,11820,125708031,118997349,"","",0.5,0.48,1,"Low Revenue",94088,9712,11463,9442,86075,10236,14989,10543,99752,10944,14658,10096,95416,11020,15356,9863,11316,1.019,0.915,0.845,1.01,1.06,0.952,0.988,1.007,1.075,0.926,1.025,0.996,1.044,0.913,0.989,0.983,74,1017,1186,7211,10516,84,880,1284,8267,958,5282,3160,1351,6236,4515,9654,139,205,363,35,355,3441,3158,73,204,49,452,1017,2489,3330,72,579,261,235,223,2,6,3,12,4,824,533,179,549,206,11960,6855,3536,1037,531,57,0,2,0,0,0,0,53,21,26,6,0,^,^,^,^,^,^,^,^,^,^,~,~,0.92,91.64,80.36,100,20.28,77,83.28,18.36,28.57,40.41,51.72
A4600,"Zia ACO",NM,Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,5282,0.0419,0.0382,1698474,1698474,"",658107,1,1,96.87,1,0,1,7832,8120,40516661,38818187,"","",0.4,0.39,0,"Low Revenue",57420,6517,10820,7082,63694,7875,11653,6830,92711,7875,11453,7370,58251,8484,11137,6850,7504,0.97,0.837,0.798,0.873,0.998,0.915,0.792,0.894,0.994,0.937,0.844,0.878,0.937,0.888,0.775,0.888,23,614,570,5098,5173,22,416,370,4366,542,2640,1552,548,2986,2296,4809,17,11,230,16,199,1959,1743,56,167,22,191,469,2028,2404,211,241,300,154,141,1,8,3,5,2,754,500,51,440,183,9287,5728,2349,1147,63,28,0,0,0,0,0,0,30,9,21,14,0,^,^,^,^,^,^,^,^,^,^,~,~,0.95,2.95,64.98,N/A,5.31,26.55,48.99,30.83,N/A,38.7,48.87
A4601,"Excelera ACO, Inc.",CA,Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,4999,0.1419,0.039,8377018,8377018,"",3245839,1,1,96.87,1,0,1,12121,12243,59050831,50673813,"","",0.4,0.39,0,"Low Revenue",80065,10051,8969,9299,105379,12757,10229,8306,103420,10355,10634,7905,91381,8611,10015,7646,10401,0.983,1.024,0.769,0.982,0.986,1.191,0.802,0.925,0.992,1.023,0.811,0.886,1.009,1.039,0.81,0.896,91,302,3058,1467,4872,78,274,2813,1708,312,1720,1709,1258,2981,2018,781,91,2959,226,1,941,3255,3011,43,181,32,487,1468,2042,2326,96,948,114,223,214,1,5,2,19,3,691,447,185,394,127,7403,3960,2986,351,107,57,0,0,0,0,0,0,50,51,8,22,0,^,^,^,^,^,^,^,^,^,^,~,~,0.72,-,-,-,-,-,-,-,-,-,-
