Month End,Year Week,Current (Arrival) Region,Current (Arrival) District,Previous (Departure) Region,Previous (Departure) District,Reason,Current (Arrival) Priority Need,Number of Individuals
30/04/2021,202115,Bari,Bossaso,Bari,Qandala,Other,Water,7
31/07/2021,202127,Bari,Bossaso,Bari,Qandala,Other,Water,6
31/07/2021,202128,Bari,Bossaso,Bari,Qandala,Other,Water,6
30/06/2021,202123,Bari,Bossaso,Bari,Qandala,Other,Water,7
30/11/2021,202145,Bari,Bossaso,Bari,Qardho,Drought related,Livelihood Support,5
30/04/2021,202113,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,18
30/04/2021,202114,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,5
31/08/2021,202131,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,15
28/02/2021,202105,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,31
31/01/2021,202102,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,4
31/01/2021,202103,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,6
31/07/2021,202126,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,15
30/06/2021,202122,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,20
31/03/2021,202109,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,30
31/05/2021,202118,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,14
31/05/2021,202119,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,12
30/11/2021,202144,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,56
31/10/2021,202139,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,12
31/10/2021,202140,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,10
30/09/2021,202135,Bari,Bossaso,Bari,Qardho,Drought related,Shelter,34
31/12/2021,202148,Bari,Bossaso,Bari,Qardho,Drought related,Water,29
31/12/2021,202149,Bari,Bossaso,Bari,Qardho,Drought related,Water,11
31/12/2021,202150,Bari,Bossaso,Bari,Qardho,Drought related,Water,7
30/11/2021,202144,Bari,Bossaso,Bari,Qardho,Drought related,Water,6
30/11/2021,202145,Bari,Bossaso,Bari,Qardho,Drought related,Water,8
31/07/2021,202127,Bari,Bossaso,Bari,Qardho,Other,Shelter,4
30/11/2021,202145,Bari,Bossaso,Bari,Qardho,Other,Water,6
30/04/2021,202114,Bari,Bossaso,Bay,Baidoa,Drought related,Health,7
30/04/2021,202114,Bari,Bossaso,Bay,Baidoa,Drought related,Livelihood Support,6
30/09/2021,202137,Bari,Bossaso,Bay,Baidoa,Drought related,Livelihood Support,7
30/04/2021,202113,Bari,Bossaso,Bay,Baidoa,Drought related,Shelter,5
28/02/2021,202105,Bari,Bossaso,Bay,Baidoa,Drought related,Shelter,4
28/02/2021,202106,Bari,Bossaso,Bay,Baidoa,Drought related,Shelter,7
28/02/2021,202107,Bari,Bossaso,Bay,Baidoa,Drought related,Shelter,12
31/07/2021,202127,Bari,Bossaso,Bay,Baidoa,Drought related,Shelter,5
31/07/2021,202129,Bari,Bossaso,Bay,Baidoa,Drought related,Shelter,7
31/03/2021,202109,Bari,Bossaso,Bay,Baidoa,Drought related,Shelter,12
31/03/2021,202111,Bari,Bossaso,Bay,Baidoa,Drought related,Shelter,7
31/05/2021,202119,Bari,Bossaso,Bay,Baidoa,Drought related,Shelter,8
30/09/2021,202136,Bari,Bossaso,Bay,Baidoa,Drought related,Shelter,19
30/09/2021,202137,Bari,Bossaso,Bay,Baidoa,Drought related,Shelter,7
28/02/2021,202106,Bari,Bossaso,Bay,Baidoa,Other,Food,5
30/04/2021,202116,Bari,Bossaso,Bay,Baidoa,Other,Livelihood Support,7
28/02/2021,202105,Bari,Bossaso,Bay,Baidoa,Other,Livelihood Support,5
28/02/2021,202106,Bari,Bossaso,Bay,Baidoa,Other,Livelihood Support,7
31/03/2021,202111,Bari,Bossaso,Bay,Baidoa,Other,Livelihood Support,6
28/02/2021,202105,Bari,Bossaso,Bay,Baidoa,Other,Other,6
30/04/2021,202114,Bari,Bossaso,Bay,Baidoa,Other,Shelter,4
31/03/2021,202110,Bari,Bossaso,Bay,Baidoa,Other,Shelter,7
30/09/2021,202136,Bari,Bossaso,Bay,Baidoa,Other,Shelter,6
30/09/2021,202137,Bari,Bossaso,Bay,Baidoa,Other,Shelter,7
31/03/2021,202111,Bari,Bossaso,Bay,Buur Hakaba,Drought related,Livelihood Support,6
28/02/2021,202107,Bari,Bossaso,Bay,Buur Hakaba,Drought related,Shelter,6
30/04/2021,202115,Bari,Bossaso,Bay,Buur Hakaba,Other,Livelihood Support,6
31/03/2021,202109,Bari,Bossaso,Bay,Buur Hakaba,Other,Shelter,6
30/04/2021,202115,Bari,Bossaso,Bay,Diinsoor,Drought related,Livelihood Support,7
28/02/2021,202107,Bari,Bossaso,Bay,Diinsoor,Other,Livelihood Support,7
28/02/2021,202107,Bari,Bossaso,Bay,Diinsoor,Other,Shelter,6
31/03/2021,202111,Bari,Bossaso,Bay,Diinsoor,Other,Shelter,6
30/04/2021,202116,Bari,Bossaso,Gedo,Baardheere,Drought related,Shelter,5
31/12/2021,202150,Bari,Bossaso,Gedo,Baardheere,Drought related,Shelter,6
31/03/2021,202109,Bari,Bossaso,Gedo,Baardheere,Other,Health,4
28/02/2021,202106,Bari,Bossaso,Gedo,Baardheere,Other,Livelihood Support,6
31/03/2021,202111,Bari,Bossaso,Gedo,Baardheere,Other,Livelihood Support,5
30/04/2021,202115,Bari,Bossaso,Gedo,Baardheere,Other,Shelter,5
28/02/2021,202107,Bari,Bossaso,Gedo,Baardheere,Other,Shelter,6
28/02/2021,202106,Bari,Bossaso,Gedo,Doolow,Other,Shelter,6
30/11/2021,202145,Bari,Bossaso,Mudug,Gaalkacyo,Drought related,Shelter,11
30/11/2021,202145,Bari,Bossaso,Mudug,Gaalkacyo,Drought related,Water,30
30/11/2021,202146,Bari,Bossaso,Mudug,Gaalkacyo,Drought related,Water,6
30/11/2021,202145,Bari,Bossaso,Mudug,Gaalkacyo,Other,Livelihood Support,6
30/11/2021,202145,Bari,Bossaso,Mudug,Gaalkacyo,Other,Shelter,5
30/11/2021,202146,Bari,Bossaso,Mudug,Gaalkacyo,Other,Shelter,12
30/11/2021,202145,Bari,Bossaso,Mudug,Galdogob,Drought related,Livelihood Support,6
30/11/2021,202145,Bari,Bossaso,Mudug,Galdogob,Drought related,Water,6
30/11/2021,202146,Bari,Bossaso,Mudug,Galdogob,Drought related,Water,6
30/11/2021,202145,Bari,Bossaso,Mudug,Galdogob,Other,Shelter,6
31/08/2021,202131,Bari,Bossaso,Mudug,Hobyo,Drought related,Shelter,5
30/11/2021,202146,Bari,Bossaso,Nugaal,Burtinle,Drought related,Livelihood Support,5
30/11/2021,202145,Bari,Bossaso,Nugaal,Burtinle,Drought related,Water,6
30/11/2021,202146,Bari,Bossaso,Nugaal,Burtinle,Drought related,Water,19
30/11/2021,202146,Bari,Bossaso,Nugaal,Garoowe,Drought related,Food,11
30/11/2021,202147,Bari,Bossaso,Nugaal,Garoowe,Drought related,Food,4
30/11/2021,202145,Bari,Bossaso,Nugaal,Qardho,Drought related,Livelihood Support,11
30/11/2021,202146,Bari,Bossaso,Nugaal,Qardho,Drought related,Livelihood Support,6
30/11/2021,202147,Bari,Bossaso,Nugaal,Qardho,Drought related,Livelihood Support,5
30/11/2021,202145,Bari,Bossaso,Nugaal,Qardho,Drought related,Shelter,6
30/11/2021,202146,Bari,Bossaso,Nugaal,Qardho,Drought related,Shelter,6
30/11/2021,202144,Bari,Bossaso,Nugaal,Qardho,Drought related,Water,17
30/11/2021,202145,Bari,Bossaso,Nugaal,Qardho,Drought related,Water,17
30/11/2021,202146,Bari,Bossaso,Nugaal,Qardho,Drought related,Water,27
30/04/2021,202115,Bari,Bossaso,Sanaag,Laasqoray,Drought related,Food,4
30/04/2021,202116,Bari,Bossaso,Sanaag,Laasqoray,Drought related,Food,3
31/08/2021,202132,Bari,Bossaso,Sanaag,Laasqoray,Drought related,Food,16
31/08/2021,202133,Bari,Bossaso,Sanaag,Laasqoray,Drought related,Food,16
31/08/2021,202134,Bari,Bossaso,Sanaag,Laasqoray,Drought related,Food,23
28/02/2021,202106,Bari,Bossaso,Sanaag,Laasqoray,Drought related,Food,7
31/01/2021,202100,Bari,Bossaso,Sanaag,Laasqoray,Drought related,Food,10
31/03/2021,202110,Bari,Bossaso,Sanaag,Laasqoray,Drought related,Food,8
31/03/2021,202112,Bari,Bossaso,Sanaag,Laasqoray,Drought related,Food,4
30/11/2021,202145,Bari,Bossaso,Sanaag,Laasqoray,Drought related,Food,5
31/10/2021,202142,Bari,Bossaso,Sanaag,Laasqoray,Drought related,Food,8
31/10/2021,202141,Bari,Bossaso,Sool,Laas Caanood,Drought related,Food,6
31/10/2021,202142,Bari,Bossaso,Sool,Laas Caanood,Drought related,Livelihood Support,5
31/10/2021,202141,Bari,Bossaso,Sool,Laas Caanood,Drought related,Shelter,20
31/10/2021,202142,Bari,Bossaso,Sool,Laas Caanood,Drought related,Water,7
31/10/2021,202141,Bari,Bossaso,Sool,Laas Caanood,Other,Food,121
31/10/2021,202141,Bari,Bossaso,Sool,Laas Caanood,Other,Livelihood Support,21
31/10/2021,202142,Bari,Bossaso,Sool,Laas Caanood,Other,Livelihood Support,25
31/10/2021,202141,Bari,Bossaso,Sool,Laas Caanood,Other,Other,15
31/10/2021,202140,Bari,Bossaso,Sool,Laas Caanood,Other,Shelter,7
31/10/2021,202141,Bari,Bossaso,Sool,Laas Caanood,Other,Shelter,7
31/10/2021,202142,Bari,Bossaso,Sool,Laas Caanood,Other,Shelter,5
31/10/2021,202140,Bari,Bossaso,Sool,Laas Caanood,Other,Water,6
31/10/2021,202141,Bari,Bossaso,Sool,Laas Caanood,Other,Water,6
31/10/2021,202142,Bari,Bossaso,Sool,Laas Caanood,Other,Water,7
28/02/2021,202106,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Food,11
28/02/2021,202108,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Food,24
31/01/2021,202104,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Food,38
31/07/2021,202130,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Food,24
31/03/2021,202110,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Food,36
31/03/2021,202112,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Food,33
30/11/2021,202147,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Food,8
30/04/2021,202113,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,5
30/04/2021,202114,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,16
30/04/2021,202115,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,21
31/08/2021,202131,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,17
31/08/2021,202132,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,21
31/08/2021,202133,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,5
28/02/2021,202105,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,27
28/02/2021,202106,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,7
31/01/2021,202102,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,6
31/01/2021,202103,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,7
31/01/2021,202104,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,6
31/07/2021,202126,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,5
31/07/2021,202127,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,21
31/07/2021,202128,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,6
30/06/2021,202122,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,4
30/06/2021,202123,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,32
30/06/2021,202124,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,7
31/03/2021,202109,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,25
31/03/2021,202110,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,4
31/03/2021,202111,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,14
31/05/2021,202118,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,25
30/11/2021,202144,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,11
30/11/2021,202145,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,21
31/10/2021,202139,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,6
31/10/2021,202141,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,16
30/09/2021,202135,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,19
30/09/2021,202136,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Shelter,24
31/12/2021,202148,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Water,12
31/12/2021,202149,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Water,16
31/12/2021,202150,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Water,11
30/11/2021,202144,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Water,20
30/11/2021,202145,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Water,5
30/11/2021,202146,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Water,15
30/11/2021,202147,Bari,Iskushuban,Bari,Bandarbeyla,Drought related,Water,3
31/05/2021,202117,Bari,Iskushuban,Bari,Bandarbeyla,Flood,Shelter,6
31/10/2021,202142,Bari,Iskushuban,Bari,Bandarbeyla,Other,Shelter,4
30/04/2021,202114,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,18
30/04/2021,202115,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,17
31/08/2021,202131,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,16
31/08/2021,202132,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,16
28/02/2021,202105,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,11
28/02/2021,202106,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,12
31/01/2021,202102,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,12
31/01/2021,202103,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,5
31/07/2021,202126,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,10
31/07/2021,202127,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,20
30/06/2021,202122,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,11
30/06/2021,202123,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,21
31/03/2021,202109,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,25
31/03/2021,202110,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,9
31/05/2021,202118,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,10
31/05/2021,202119,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,15
30/11/2021,202144,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,19
31/10/2021,202140,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,32
31/10/2021,202141,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,7
30/09/2021,202135,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,20
30/09/2021,202136,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,12
30/09/2021,202137,Bari,Iskushuban,Bari,Caluula,Drought related,Shelter,5
31/12/2021,202148,Bari,Iskushuban,Bari,Caluula,Drought related,Water,25
31/12/2021,202149,Bari,Iskushuban,Bari,Caluula,Drought related,Water,13
31/12/2021,202150,Bari,Iskushuban,Bari,Caluula,Drought related,Water,11
30/11/2021,202144,Bari,Iskushuban,Bari,Caluula,Drought related,Water,10
30/11/2021,202145,Bari,Iskushuban,Bari,Caluula,Drought related,Water,37
30/11/2021,202146,Bari,Iskushuban,Bari,Caluula,Drought related,Water,4
31/05/2021,202118,Bari,Iskushuban,Bari,Caluula,Flood,Shelter,8
30/11/2021,202144,Bari,Iskushuban,Bari,Caluula,Other,Livelihood Support,6
31/03/2021,202110,Bari,Iskushuban,Bari,Caluula,Other,Shelter,5
30/04/2021,202116,Bari,Iskushuban,Bari,Iskushuban,Drought related,Food,8
28/02/2021,202106,Bari,Iskushuban,Bari,Iskushuban,Drought related,Food,3
31/03/2021,202110,Bari,Iskushuban,Bari,Iskushuban,Drought related,Food,5
31/03/2021,202111,Bari,Iskushuban,Bari,Iskushuban,Drought related,Food,11
31/05/2021,202120,Bari,Iskushuban,Bari,Iskushuban,Drought related,Livelihood Support,5
30/04/2021,202117,Bari,Iskushuban,Bari,Qandala,Drought related,Health,5
30/04/2021,202113,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,6
30/04/2021,202114,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,24
30/04/2021,202115,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,7
31/08/2021,202131,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,30
31/08/2021,202132,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,17
31/08/2021,202133,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,6
28/02/2021,202105,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,21
28/02/2021,202106,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,28
31/01/2021,202103,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,30
31/07/2021,202127,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,40
30/06/2021,202122,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,20
30/06/2021,202123,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,17
30/06/2021,202124,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,15
31/03/2021,202109,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,16
31/03/2021,202110,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,15
31/03/2021,202111,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,6
31/05/2021,202118,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,21
31/05/2021,202119,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,18
30/11/2021,202144,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,27
30/11/2021,202145,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,5
31/10/2021,202139,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,14
31/10/2021,202140,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,44
31/10/2021,202141,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,7
30/09/2021,202135,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,18
30/09/2021,202136,Bari,Iskushuban,Bari,Qandala,Drought related,Shelter,38
31/12/2021,202148,Bari,Iskushuban,Bari,Qandala,Drought related,Water,38
31/12/2021,202149,Bari,Iskushuban,Bari,Qandala,Drought related,Water,24
31/12/2021,202150,Bari,Iskushuban,Bari,Qandala,Drought related,Water,11
30/11/2021,202144,Bari,Iskushuban,Bari,Qandala,Drought related,Water,19
30/11/2021,202145,Bari,Iskushuban,Bari,Qandala,Drought related,Water,52
30/11/2021,202146,Bari,Iskushuban,Bari,Qandala,Drought related,Water,18
30/04/2021,202117,Bari,Iskushuban,Bari,Qandala,Other,Livelihood Support,4
30/11/2021,202144,Bari,Iskushuban,Bari,Qandala,Other,Shelter,5
30/11/2021,202145,Bari,Iskushuban,Bari,Qandala,Other,Shelter,6
30/09/2021,202135,Bari,Iskushuban,Bari,Qandala,Other,Shelter,6
31/12/2021,202149,Bari,Iskushuban,Bari,Qandala,Other,Water,5
28/02/2021,202106,Bari,Iskushuban,Bari,Qardho,Drought related,Food,13
28/02/2021,202107,Bari,Iskushuban,Bari,Qardho,Drought related,Food,19
28/02/2021,202108,Bari,Iskushuban,Bari,Qardho,Drought related,Food,7
31/01/2021,202104,Bari,Iskushuban,Bari,Qardho,Drought related,Food,9
31/03/2021,202112,Bari,Iskushuban,Bari,Qardho,Drought related,Food,4
30/11/2021,202144,Bari,Iskushuban,Bari,Qardho,Drought related,Food,5
30/09/2021,202138,Bari,Iskushuban,Bari,Qardho,Drought related,Food,5
31/12/2021,202149,Bari,Iskushuban,Bari,Qardho,Drought related,Humanitarian Aid,4
30/11/2021,202144,Bari,Iskushuban,Bari,Qardho,Drought related,Humanitarian Aid,7
30/09/2021,202138,Bari,Iskushuban,Bari,Qardho,Drought related,Humanitarian Aid,14
30/11/2021,202144,Bari,Iskushuban,Bari,Qardho,Drought related,Livelihood Support,7
30/04/2021,202113,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,10
30/04/2021,202114,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,17
30/04/2021,202115,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,9
31/08/2021,202131,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,12
31/08/2021,202132,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,17
31/08/2021,202133,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,6
31/12/2021,202148,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,24
31/12/2021,202149,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,10
31/12/2021,202150,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,6
28/02/2021,202105,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,19
28/02/2021,202106,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,9
31/01/2021,202102,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,6
31/01/2021,202103,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,8
31/07/2021,202126,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,12
31/07/2021,202127,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,19
31/07/2021,202128,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,3
30/06/2021,202122,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,4
30/06/2021,202123,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,13
30/06/2021,202124,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,8
31/03/2021,202109,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,21
31/03/2021,202110,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,27
31/05/2021,202118,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,17
31/05/2021,202119,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,10
31/05/2021,202120,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,7
30/11/2021,202144,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,55
30/11/2021,202145,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,18
31/10/2021,202139,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,5
31/10/2021,202140,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,22
31/10/2021,202141,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,10
30/09/2021,202135,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,9
30/09/2021,202136,Bari,Iskushuban,Bari,Qardho,Drought related,Shelter,21
31/12/2021,202148,Bari,Iskushuban,Bari,Qardho,Drought related,Water,37
31/12/2021,202149,Bari,Iskushuban,Bari,Qardho,Drought related,Water,17
31/12/2021,202150,Bari,Iskushuban,Bari,Qardho,Drought related,Water,23
30/11/2021,202144,Bari,Iskushuban,Bari,Qardho,Drought related,Water,10
30/11/2021,202145,Bari,Iskushuban,Bari,Qardho,Drought related,Water,31
30/11/2021,202146,Bari,Iskushuban,Bari,Qardho,Drought related,Water,19
31/10/2021,202140,Bari,Iskushuban,Bari,Qardho,Other,Livelihood Support,4
30/11/2021,202145,Bari,Iskushuban,Bari,Qardho,Other,Shelter,6
30/11/2021,202145,Bari,Iskushuban,Bari,Qardho,Other,Water,6
30/11/2021,202144,Bari,Iskushuban,Mudug,Jariiban,Drought related,Shelter,6
30/11/2021,202144,Bari,Iskushuban,Nugaal,Eyl,Drought related,Shelter,6
30/11/2021,202145,Bari,Iskushuban,Nugaal,Eyl,Drought related,Shelter,12
31/01/2021,202100,Bari,Iskushuban,Nugaal,Qardho,Drought related,Food,16
31/01/2021,202100,Bari,Iskushuban,Nugaal,Qardho,Drought related,Health,16
31/01/2021,202100,Bari,Iskushuban,Nugaal,Qardho,Drought related,Humanitarian Aid,34
31/01/2021,202100,Bari,Iskushuban,Nugaal,Qardho,Drought related,Livelihood Support,35
31/01/2021,202100,Bari,Iskushuban,Nugaal,Qardho,Drought related,Protection,11
31/01/2021,202100,Bari,Iskushuban,Nugaal,Qardho,Drought related,Shelter,13
30/11/2021,202144,Bari,Iskushuban,Nugaal,Qardho,Drought related,Shelter,18
30/11/2021,202145,Bari,Iskushuban,Nugaal,Qardho,Drought related,Shelter,13
31/01/2021,202100,Bari,Iskushuban,Nugaal,Qardho,Drought related,Transport,30
30/11/2021,202144,Bari,Iskushuban,Sool,Taleex,Drought related,Humanitarian Aid,11
30/11/2021,202145,Bari,Qandala,Bari,Qandala,Drought related,Livelihood Support,5
30/11/2021,202146,Bari,Qandala,Bari,Qandala,Drought related,Livelihood Support,7
